new_geneID	originalID	chromosome	start	end	strand
contig_1493	MRS001493	MRS.Chr	1536515	1538269	-
contig_1494	MRS001494	MRS.Chr	1538269	1538757	-
contig_1495	MRS001495	MRS.Chr	1538916	1539323	-
contig_1496	MRS001496	MRS.Chr	1539551	1539862	-
contig_1497	MRS001497	MRS.Chr	1540020	1540229	+
contig_1498	MRS001498	MRS.Chr	1540349	1540555	-
contig_1499	MRS001499	MRS.Chr	1541259	1541699	-
contig_1500	MRS001500	MRS.Chr	1542406	1542579	-
contig_1501	MRS001501	MRS.Chr	1542644	1543342	-
contig_1502	MRS001502	MRS.Chr	1543467	1543652	-
contig_1503	MRS001503	MRS.Chr	1543652	1544080	-
contig_1504	MRS001504	MRS.Chr	1544172	1544420	-
contig_1505	MRS001505	MRS.Chr	1544420	1544518	-
contig_1506	MRS001506	MRS.Chr	1544560	1544901	-
contig_1507	MRS001507	MRS.Chr	1544894	1545340	-
contig_1508	MRS001508	MRS.Chr	1545340	1545864	-
contig_1509	MRS001509	MRS.Chr	1546040	1546363	-
contig_1510	MRS001510	MRS.Chr	1546384	1547046	-
contig_1511	MRS001511	MRS.Chr	1547060	1547980	-
contig_1512	MRS001512	MRS.Chr	1548202	1548408	-
contig_1513	MRS001513	MRS.Chr	1548519	1548749	-
contig_1514	MRS001514	MRS.Chr	1548763	1548951	-
contig_1515	MRS001515	MRS.Chr	1548955	1549626	-
contig_1516	MRS001516	MRS.Chr	1549686	1549877	+
contig_1517	MRS001517	MRS.Chr	1549866	1550174	-
contig_1518	MRS001518	MRS.Chr	1550340	1550552	+
contig_1519	MRS001519	MRS.Chr	1550549	1550707	-
contig_1520	MRS001520	MRS.Chr	1550717	1550947	-
contig_1521	MRS001521	MRS.Chr	1551205	1551549	+
contig_1522	MRS001522	MRS.Chr	1551553	1551963	+
contig_1523	MRS001523	MRS.Chr	1552011	1552616	+
contig_1524	MRS001524	MRS.Chr	1552784	1553863	+
contig_1525	MRS001525	MRS.Chr	1554151	1554666	-
contig_1526	MRS001526	MRS.Chr	1554671	1555696	-
contig_1527	MRS001527	MRS.Chr	1555698	1556576	-
contig_1528	MRS001528	MRS.Chr	1556725	1558071	-
contig_1529	MRS001529	MRS.Chr	1558107	1558454	-
contig_1530	MRS001530	MRS.Chr	1558520	1559443	-
contig_1531	MRS001531	MRS.Chr	1559453	1560082	-
contig_1532	MRS001532	MRS.Chr	1560156	1560338	+
contig_1533	MRS001533	MRS.Chr	1560422	1560811	-
contig_1534	MRS001534	MRS.Chr	1561034	1561147	+
contig_1535	MRS001535	MRS.Chr	1561144	1561932	-
contig_1536	MRS001536	MRS.Chr	1562199	1563167	-
contig_1537	MRS001537	MRS.Chr	1563277	1563495	-
contig_1538	MRS001538	MRS.Chr	1563513	1564193	-
contig_1539	MRS001539	MRS.Chr	1564190	1564816	-
contig_1540	MRS001540	MRS.Chr	1564823	1566877	-
contig_1541	MRS001541	MRS.Chr	1567140	1569701	+
contig_1542	MRS001542	MRS.Chr	1569811	1570296	+
contig_1543	MRS001543	MRS.Chr	1570372	1571361	-
contig_1544	MRS001544	MRS.Chr	1571380	1573530	-
contig_1545	MRS001545	MRS.Chr	1573782	1575605	-
contig_1546	MRS001546	MRS.Chr	1575735	1576889	-
contig_1547	MRS001547	MRS.Chr	1576990	1579413	-
contig_1548	MRS001548	MRS.Chr	1579420	1580460	-
contig_1549	MRS001549	MRS.Chr	1580769	1581128	-
contig_1550	MRS001550	MRS.Chr	1581394	1582500	+
contig_1551	MRS001551	MRS.Chr	1582594	1583073	-
contig_1552	MRS001552	MRS.Chr	1583116	1583886	-
contig_1553	MRS001553	MRS.Chr	1583980	1584996	+
contig_1554	MRS001554	MRS.Chr	1585110	1586225	-
contig_1555	MRS001555	MRS.Chr	1586408	1588774	-
contig_1556	MRS001556	MRS.Chr	1589000	1590496	-
contig_1557	MRS001557	MRS.Chr	1590618	1591727	-
contig_1558	MRS001558	MRS.Chr	1591746	1593059	-
contig_1559	MRS001559	MRS.Chr	1593130	1593672	-
contig_1560	MRS001560	MRS.Chr	1593771	1594049	-
contig_1561	MRS001561	MRS.Chr	1594104	1594646	-
contig_1562	MRS001562	MRS.Chr	1594712	1596088	-
contig_1563	MRS001563	MRS.Chr	1596382	1598463	-
contig_1564	MRS001564	MRS.Chr	1598674	1599681	-
contig_1565	MRS001565	MRS.Chr	1599880	1600596	-
contig_1566	MRS001566	MRS.Chr	1600658	1602346	-
contig_1567	MRS001567	MRS.Chr	1602745	1603188	-
contig_1568	MRS001568	MRS.Chr	1603322	1603759	-
contig_1569	MRS001569	MRS.Chr	1603796	1603939	-
contig_1570	MRS001570	MRS.Chr	1604159	1604332	+
contig_1571	MRS001571	MRS.Chr	1604607	1605755	-
contig_1572	MRS001572	MRS.Chr	1605842	1606837	-
contig_1573	MRS001573	MRS.Chr	1607209	1607802	-
contig_1574	MRS001574	MRS.Chr	1607893	1608855	-
contig_1575	MRS001575	MRS.Chr	1608881	1609879	-
contig_1576	MRS001576	MRS.Chr	1609876	1610769	-
contig_1577	MRS001577	MRS.Chr	1610884	1611003	-
contig_1578	MRS001578	MRS.Chr	1611087	1613936	-
contig_1579	MRS001579	MRS.Chr	1614144	1614434	+
contig_1580	MRS001580	MRS.Chr	1614501	1615442	-
contig_1581	MRS001581	MRS.Chr	1615530	1616954	+
contig_1582	MRS001582	MRS.Chr	1617080	1618279	-
contig_1583	MRS001583	MRS.Chr	1618281	1618523	-
contig_1584	MRS001584	MRS.Chr	1618652	1619491	+
contig_1585	MRS001585	MRS.Chr	1619765	1620352	-
contig_1586	MRS001586	MRS.Chr	1620561	1621058	+
contig_1587	MRS001587	MRS.Chr	1621143	1621430	-
contig_1588	MRS001588	MRS.Chr	1621461	1622795	-
contig_1589	MRS001589	MRS.Chr	1622808	1623257	-
contig_1590	MRS001590	MRS.Chr	1623244	1623633	-
contig_1591	MRS001591	MRS.Chr	1623626	1624987	-
contig_1592	MRS001592	MRS.Chr	1625178	1626674	-
contig_1593	MRS001593	MRS.Chr	1626759	1628141	-
contig_1594	MRS001594	MRS.Chr	1628340	1629518	-
contig_1595	MRS001595	MRS.Chr	1629628	1631007	-
contig_1596	MRS001596	MRS.Chr	1631229	1631726	+
contig_1597	MRS001597	MRS.Chr	1631987	1633174	-
contig_1598	MRS001598	MRS.Chr	1633512	1634480	-
contig_1599	MRS001599	MRS.Chr	1634762	1635478	+
contig_1600	MRS001600	MRS.Chr	1635522	1636412	-
contig_1601	MRS001601	MRS.Chr	1636669	1637178	-
contig_1602	MRS001602	MRS.Chr	1637200	1637928	-
contig_1603	MRS001603	MRS.Chr	1637943	1638455	-
contig_1604	MRS001604	MRS.Chr	1638709	1639137	-
contig_1605	MRS001605	MRS.Chr	1639270	1640142	-
contig_1606	MRS001606	MRS.Chr	1640464	1640997	+
contig_1607	MRS001607	MRS.Chr	1641126	1643525	-
contig_1608	MRS001608	MRS.Chr	1643815	1644768	+
contig_1609	MRS001609	MRS.Chr	1644822	1645766	-
contig_1610	MRS001610	MRS.Chr	1645778	1646671	-
contig_1611	MRS001611	MRS.Chr	1646735	1647958	-
contig_1612	MRS001612	MRS.Chr	1648256	1649188	+
contig_1613	MRS001613	MRS.Chr	1649203	1649880	+
contig_1614	MRS001614	MRS.Chr	1649884	1650834	+
contig_1615	MRS001615	MRS.Chr	1650897	1652180	-
contig_1616	MRS001616	MRS.Chr	1652375	1653526	-
contig_1617	MRS001617	MRS.Chr	1653895	1655601	-
contig_1618	MRS001618	MRS.Chr	1655582	1656001	-
contig_1619	MRS001619	MRS.Chr	1656029	1656847	-
contig_1620	MRS001620	MRS.Chr	1656840	1657646	-
contig_1621	MRS001621	MRS.Chr	1657656	1658072	-
contig_1622	MRS001622	MRS.Chr	1658264	1659757	-
contig_1623	MRS001623	MRS.Chr	1659823	1660494	-
contig_1624	MRS001624	MRS.Chr	1660593	1661927	-
contig_1625	MRS001625	MRS.Chr	1661970	1662593	-
contig_1626	MRS001626	MRS.Chr	1662610	1663599	-
contig_1627	MRS001627	MRS.Chr	1663618	1664766	-
contig_1628	MRS001628	MRS.Chr	1665049	1665852	-
contig_1629	MRS001629	MRS.Chr	1666076	1667488	-
contig_1630	MRS001630	MRS.Chr	1667631	1669571	-
contig_1631	MRS001631	MRS.Chr	1669728	1670120	-
contig_1632	MRS001632	MRS.Chr	1670146	1670589	-
contig_1633	MRS001633	MRS.Chr	1670747	1671496	-
contig_1634	MRS001634	MRS.Chr	1671511	1672314	-
contig_1635	MRS001635	MRS.Chr	1672307	1673173	-
contig_1636	MRS001636	MRS.Chr	1673149	1673991	-
contig_1637	MRS001637	MRS.Chr	1674172	1674777	+
contig_1638	MRS001638	MRS.Chr	1674934	1676613	-
contig_1639	MRS001639	MRS.Chr	1676873	1677817	-
contig_1640	MRS001640	MRS.Chr	1677801	1678661	-
contig_1641	MRS001641	MRS.Chr	1678663	1679397	-
contig_1642	MRS001642	MRS.Chr	1679656	1680546	-
contig_1643	MRS001643	MRS.Chr	1680752	1681117	-
contig_1644	MRS001644	MRS.Chr	1681206	1681709	-
contig_1645	MRS001645	MRS.Chr	1681936	1682625	-
contig_1646	MRS001646	MRS.Chr	1682722	1683147	-
contig_1647	MRS001647	MRS.Chr	1683291	1683845	-
contig_1648	MRS001648	MRS.Chr	1683950	1684120	-
contig_1649	MRS001649	MRS.Chr	1684362	1684922	-
contig_1650	MRS001650	MRS.Chr	1685034	1685840	-
contig_1651	MRS001651	MRS.Chr	1685824	1686249	-
contig_1652	MRS001652	MRS.Chr	1686303	1686923	-
contig_1653	MRS001653	MRS.Chr	1686927	1687634	-
contig_1654	MRS001654	MRS.Chr	1687631	1688602	-
contig_1655	MRS001655	MRS.Chr	1688628	1691804	-
contig_1656	MRS001656	MRS.Chr	1691797	1692882	-
contig_1657	MRS001657	MRS.Chr	1692892	1694169	-
contig_1658	MRS001658	MRS.Chr	1694174	1695073	-
contig_1659	MRS001659	MRS.Chr	1695359	1696315	-
contig_1660	MRS001660	MRS.Chr	1696299	1697150	-
contig_1661	MRS001661	MRS.Chr	1697355	1697834	-
contig_1662	MRS001662	MRS.Chr	1698211	1699626	-
contig_1663	MRS001663	MRS.Chr	1699873	1700889	+
contig_1664	MRS001664	MRS.Chr	1701024	1701848	-
contig_1665	MRS001665	MRS.Chr	1701882	1703360	-
contig_1666	MRS001666	MRS.Chr	1703477	1704196	+
contig_1667	MRS001667	MRS.Chr	1704592	1705116	+
contig_1668	MRS001668	MRS.Chr	1705119	1705421	+
contig_1669	MRS001669	MRS.Chr	1705493	1706539	+
contig_1670	MRS001670	MRS.Chr	1706539	1707234	+
contig_1671	MRS001671	MRS.Chr	1707462	1707677	-
contig_1672	MRS001672	MRS.Chr	1707890	1710649	+
contig_1673	MRS001673	MRS.Chr	1710832	1711344	-
contig_1674	MRS001674	MRS.Chr	1711520	1711906	-
contig_1675	MRS001675	MRS.Chr	1711945	1712940	-
contig_1676	MRS001676	MRS.Chr	1712941	1713327	-
contig_1677	MRS001677	MRS.Chr	1713361	1713726	-
contig_1678	MRS001678	MRS.Chr	1713937	1714152	-
contig_1679	MRS001679	MRS.Chr	1714243	1714812	-
contig_1680	MRS001680	MRS.Chr	1714809	1716116	-
contig_1681	MRS001681	MRS.Chr	1716116	1716550	-
contig_1682	MRS001682	MRS.Chr	1716592	1716777	-
contig_1683	MRS001683	MRS.Chr	1716789	1717292	-
contig_1684	MRS001684	MRS.Chr	1717312	1717668	-
contig_1685	MRS001685	MRS.Chr	1717755	1718291	-
contig_1686	MRS001686	MRS.Chr	1718323	1718721	-
contig_1687	MRS001687	MRS.Chr	1718765	1719307	-
contig_1688	MRS001688	MRS.Chr	1719338	1719646	-
contig_1689	MRS001689	MRS.Chr	1719679	1720047	-
contig_1690	MRS001690	MRS.Chr	1720093	1720359	-
contig_1691	MRS001691	MRS.Chr	1720383	1720589	-
contig_1692	MRS001692	MRS.Chr	1720589	1721008	-
contig_1693	MRS001693	MRS.Chr	1721010	1721678	-
contig_1694	MRS001694	MRS.Chr	1721692	1722039	-
contig_1695	MRS001695	MRS.Chr	1722056	1722337	-
contig_1696	MRS001696	MRS.Chr	1722391	1723179	-
contig_1697	MRS001697	MRS.Chr	1723241	1723528	-
contig_1698	MRS001698	MRS.Chr	1723528	1724151	-
contig_1699	MRS001699	MRS.Chr	1724176	1724802	-
contig_1700	MRS001700	MRS.Chr	1724894	1725202	-
contig_1701	MRS001701	MRS.Chr	1725670	1726659	+
contig_1702	MRS001702	MRS.Chr	1726740	1727765	-
contig_1703	MRS001703	MRS.Chr	1727769	1728221	-
contig_1704	MRS001704	MRS.Chr	1728205	1728789	-
contig_1705	MRS001705	MRS.Chr	1728773	1729498	-
contig_1706	MRS001706	MRS.Chr	1729586	1729882	-
contig_1707	MRS001707	MRS.Chr	1730124	1731116	-
contig_1708	MRS001708	MRS.Chr	1731156	1731899	-
contig_1709	MRS001709	MRS.Chr	1731899	1732777	-
contig_1710	MRS001710	MRS.Chr	1732774	1733778	-
contig_1711	MRS001711	MRS.Chr	1733788	1734117	-
contig_1712	MRS001712	MRS.Chr	1734132	1734776	-
contig_1713	MRS001713	MRS.Chr	1734910	1735173	-
contig_1714	MRS001714	MRS.Chr	1735170	1735769	-
contig_1715	MRS001715	MRS.Chr	1735797	1736105	-
contig_1716	MRS001716	MRS.Chr	1736130	1737875	-
contig_1717	MRS001717	MRS.Chr	1738366	1738893	-
contig_1718	MRS001718	MRS.Chr	1738871	1739509	-
contig_1719	MRS001719	MRS.Chr	1739515	1740408	-
contig_1720	MRS001720	MRS.Chr	1740547	1742157	-
contig_1721	MRS001721	MRS.Chr	1742449	1744254	+
contig_1722	MRS001722	MRS.Chr	1744663	1746033	+
contig_1723	MRS001723	MRS.Chr	1746113	1746898	-
contig_1724	MRS001724	MRS.Chr	1747158	1747340	+
contig_1725	MRS001725	MRS.Chr	1747397	1748641	-
contig_1726	MRS001726	MRS.Chr	1748658	1749488	-
contig_1727	MRS001727	MRS.Chr	1749500	1749901	-
contig_1728	MRS001728	MRS.Chr	1750032	1750880	-
contig_1729	MRS001729	MRS.Chr	1751031	1752227	-
contig_1730	MRS001730	MRS.Chr	1752396	1756058	-
contig_1731	MRS001731	MRS.Chr	1756189	1759827	-
contig_1732	MRS001732	MRS.Chr	1760062	1762557	-
contig_1733	MRS001733	MRS.Chr	1762559	1763065	-
contig_1734	MRS001734	MRS.Chr	1763197	1763490	-
contig_1735	MRS001735	MRS.Chr	1763851	1765134	-
contig_1736	MRS001736	MRS.Chr	1765148	1765801	-
contig_1737	MRS001737	MRS.Chr	1766015	1767349	+
contig_1738	MRS001738	MRS.Chr	1767538	1767954	-
contig_1739	MRS001739	MRS.Chr	1767972	1769372	-
contig_1740	MRS001740	MRS.Chr	1769417	1770298	-
contig_1741	MRS001741	MRS.Chr	1770316	1771827	-
contig_1742	MRS001742	MRS.Chr	1771902	1772444	-
contig_1743	MRS001743	MRS.Chr	1772444	1772959	-
contig_1744	MRS001744	MRS.Chr	1772984	1773202	-
contig_1745	MRS001745	MRS.Chr	1773241	1773828	-
contig_1746	MRS001746	MRS.Chr	1774247	1775524	-
contig_1747	MRS001747	MRS.Chr	1775766	1776398	-
contig_1748	MRS001748	MRS.Chr	1776494	1777141	-
contig_1749	MRS001749	MRS.Chr	1777164	1778414	-
contig_1750	MRS001750	MRS.Chr	1778444	1779472	-
contig_1751	MRS001751	MRS.Chr	1779475	1780335	-
contig_1752	MRS001752	MRS.Chr	1780345	1781430	-
contig_1753	MRS001753	MRS.Chr	1781455	1782057	-
contig_1754	MRS001754	MRS.Chr	1782169	1782876	-
contig_1755	MRS001755	MRS.Chr	1782881	1784233	-
contig_1756	MRS001756	MRS.Chr	1784387	1785406	-
contig_1757	MRS001757	MRS.Chr	1785370	1786092	-
contig_1758	MRS001758	MRS.Chr	1786672	1788459	-
contig_1759	MRS001759	MRS.Chr	1788449	1790176	-
contig_1760	MRS001760	MRS.Chr	1790325	1791641	-
contig_1761	MRS001761	MRS.Chr	1791619	1792290	-
contig_1762	MRS001762	MRS.Chr	1792949	1793854	-
contig_1763	MRS001763	MRS.Chr	1794058	1796751	-
contig_1764	MRS001764	MRS.Chr	1797161	1799029	-
contig_1765	MRS001765	MRS.Chr	1799086	1799355	-
contig_1766	MRS001766	MRS.Chr	1799374	1799745	-
contig_1767	MRS001767	MRS.Chr	1799764	1800216	-
contig_1768	MRS001768	MRS.Chr	1800482	1801816	+
contig_1769	MRS001769	MRS.Chr	1802077	1803972	-
contig_1770	MRS001770	MRS.Chr	1804125	1804850	-
contig_1771	MRS001771	MRS.Chr	1804975	1807434	-
contig_1772	MRS001772	MRS.Chr	1807584	1808315	-
contig_1773	MRS001773	MRS.Chr	1808398	1809825	-
contig_1774	MRS001774	MRS.Chr	1809842	1810510	-
contig_1775	MRS001775	MRS.Chr	1810532	1811077	-
contig_1776	MRS001776	MRS.Chr	1811249	1811743	-
contig_1777	MRS001777	MRS.Chr	1811921	1813402	-
contig_1778	MRS001778	MRS.Chr	1813419	1814150	-
contig_1779	MRS001779	MRS.Chr	1814331	1815815	-
contig_1780	MRS001780	MRS.Chr	1815832	1816563	-
contig_1781	MRS001781	MRS.Chr	1816728	1816991	-
contig_1782	MRS001782	MRS.Chr	1817005	1817277	-
contig_1783	MRS001783	MRS.Chr	1817504	1818352	-
contig_1784	MRS001784	MRS.Chr	1818584	1820011	-
contig_1785	MRS001785	MRS.Chr	1820047	1820751	-
contig_1786	MRS001786	MRS.Chr	1820758	1822377	-
contig_1787	MRS001787	MRS.Chr	1822722	1823822	+
contig_1788	MRS001788	MRS.Chr	1823957	1825318	-
contig_1789	MRS001789	MRS.Chr	1825587	1826957	-
contig_1790	MRS001790	MRS.Chr	1827375	1829006	-
contig_1791	MRS001791	MRS.Chr	1829144	1829908	-
contig_1792	MRS001792	MRS.Chr	1829919	1830611	-
contig_1793	MRS001793	MRS.Chr	1830608	1831525	-
contig_1794	MRS001794	MRS.Chr	1831522	1831992	-
contig_1795	MRS001795	MRS.Chr	1832313	1834232	-
contig_1796	MRS001796	MRS.Chr	1834287	1834760	-
contig_1797	MRS001797	MRS.Chr	1834776	1835546	-
contig_1798	MRS001798	MRS.Chr	1836356	1837801	-
contig_1799	MRS001799	MRS.Chr	1837982	1838809	+
contig_1800	MRS001800	MRS.Chr	1839191	1840429	-
contig_1801	MRS001801	MRS.Chr	1840629	1841147	+
contig_1802	MRS001802	MRS.Chr	1841237	1842292	-
contig_1803	MRS001803	MRS.Chr	1842383	1843072	-
contig_1804	MRS001804	MRS.Chr	1843098	1843841	-
contig_1805	MRS001805	MRS.Chr	1843854	1844957	-
contig_1806	MRS001806	MRS.Chr	1844982	1845179	-
contig_1807	MRS001807	MRS.Chr	1845179	1846084	-
contig_1808	MRS001808	MRS.Chr	1846071	1846841	-
contig_1809	MRS001809	MRS.Chr	1846855	1847574	-
contig_1810	MRS001810	MRS.Chr	1847762	1848862	-
contig_1811	MRS001811	MRS.Chr	1848991	1849692	+
contig_1812	MRS001812	MRS.Chr	1849779	1851014	-
contig_1813	MRS001813	MRS.Chr	1851014	1851709	-
contig_1814	MRS001814	MRS.Chr	1851983	1853374	-
contig_1815	MRS001815	MRS.Chr	1853533	1854213	-
contig_1816	MRS001816	MRS.Chr	1854546	1855070	-
contig_1817	MRS001817	MRS.Chr	1855369	1856820	-
contig_1818	MRS001818	MRS.Chr	1856913	1857731	-
contig_1819	MRS001819	MRS.Chr	1857869	1858243	+
contig_1820	MRS001820	MRS.Chr	1858221	1858316	-
contig_1821	MRS001821	MRS.Chr	1858354	1858671	-
contig_1822	MRS001822	MRS.Chr	1858696	1859700	-
contig_1823	MRS001823	MRS.Chr	1859791	1861200	-
contig_1824	MRS001824	MRS.Chr	1861651	1863036	+
contig_1825	MRS001825	MRS.Chr	1863286	1864713	-
contig_1826	MRS001826	MRS.Chr	1864688	1865125	-
contig_1827	MRS001827	MRS.Chr	1865122	1866297	-
contig_1828	MRS001828	MRS.Chr	1866284	1867402	-
contig_1829	MRS001829	MRS.Chr	1867419	1868159	-
contig_1830	MRS001830	MRS.Chr	1868176	1868772	-
contig_1831	MRS001831	MRS.Chr	1868759	1870936	-
contig_1832	MRS001832	MRS.Chr	1870957	1872240	-
contig_1833	MRS001833	MRS.Chr	1872560	1873519	-
contig_1834	MRS001834	MRS.Chr	1873519	1873674	-
contig_1835	MRS001835	MRS.Chr	1873718	1874164	-
contig_1836	MRS001836	MRS.Chr	1874274	1875602	-
contig_1837	MRS001837	MRS.Chr	1875915	1876136	-
contig_1838	MRS001838	MRS.Chr	1876298	1877218	+
contig_1839	MRS001839	MRS.Chr	1877276	1877761	+
contig_1840	MRS001840	MRS.Chr	1878009	1878608	-
contig_1841	MRS001841	MRS.Chr	1878823	1879707	+
contig_1842	MRS001842	MRS.Chr	1879724	1881334	+
contig_1843	MRS001843	MRS.Chr	1881403	1882107	-
contig_1844	MRS001844	MRS.Chr	1882224	1882562	-
contig_1845	MRS001845	MRS.Chr	1882705	1883370	+
contig_1846	MRS001846	MRS.Chr	1883367	1885214	+
contig_1847	MRS001847	MRS.Chr	1885283	1886728	-
contig_1848	MRS001848	MRS.Chr	1886914	1888239	+
contig_1849	MRS001849	MRS.Chr	1888226	1888615	+
contig_1850	MRS001850	MRS.Chr	1888788	1890140	-
contig_1851	MRS001851	MRS.Chr	1890562	1891074	-
contig_1852	MRS001852	MRS.Chr	1891212	1892162	-
contig_1853	MRS001853	MRS.Chr	1892303	1893130	+
contig_1854	MRS001854	MRS.Chr	1893134	1893685	-
contig_1855	MRS001855	MRS.Chr	1893876	1894871	-
contig_1856	MRS001856	MRS.Chr	1895091	1896152	+
contig_1857	MRS001857	MRS.Chr	1896210	1897580	-
contig_1858	MRS001858	MRS.Chr	1897717	1898661	-
contig_1859	MRS001859	MRS.Chr	1898827	1899600	-
contig_1860	MRS001860	MRS.Chr	1899963	1900103	-
contig_1861	MRS001861	MRS.Chr	1900288	1900482	-
contig_1862	MRS001862	MRS.Chr	1900611	1901381	-
contig_1863	MRS001863	MRS.Chr	1901787	1902002	-
contig_1864	MRS001864	MRS.Chr	1902017	1902910	-
contig_1865	MRS001865	MRS.Chr	1902977	1904326	-
contig_1866	MRS001866	MRS.Chr	1904552	1904962	-
contig_1867	MRS001867	MRS.Chr	1905020	1906465	-
contig_1868	MRS001868	MRS.Chr	1906576	1907730	-
contig_1869	MRS001869	MRS.Chr	1907965	1908861	-
contig_1870	MRS001870	MRS.Chr	1908958	1909233	-
contig_1871	MRS001871	MRS.Chr	1909481	1910293	-
contig_1872	MRS001872	MRS.Chr	1910726	1911427	+
contig_1873	MRS001873	MRS.Chr	1911431	1912180	+
contig_1874	MRS001874	MRS.Chr	1912376	1912852	-
contig_1875	MRS001875	MRS.Chr	1912851	1913171	+
contig_1876	MRS001876	MRS.Chr	1913154	1914011	-
contig_1877	MRS001877	MRS.Chr	1914167	1914748	+
contig_1878	MRS001878	MRS.Chr	1914958	1915767	+
contig_1879	MRS001879	MRS.Chr	1915971	1917095	-
contig_1880	MRS001880	MRS.Chr	1917144	1917524	-
contig_1881	MRS001881	MRS.Chr	1917656	1918249	+
contig_1882	MRS001882	MRS.Chr	1918336	1918797	-
contig_1883	MRS001883	MRS.Chr	1918794	1919285	-
contig_1884	MRS001884	MRS.Chr	1919459	1920400	-
contig_1885	MRS001885	MRS.Chr	1920426	1921586	-
contig_1886	MRS001886	MRS.Chr	1921605	1922975	-
contig_1887	MRS001887	MRS.Chr	1923344	1924174	-
contig_1888	MRS001888	MRS.Chr	1924175	1925860	-
contig_1889	MRS001889	MRS.Chr	1925946	1926551	-
contig_1890	MRS001890	MRS.Chr	1926544	1926633	-
contig_1891	MRS001891	MRS.Chr	1926667	1928118	-
contig_1892	MRS001892	MRS.Chr	1928145	1928798	-
contig_1893	MRS001893	MRS.Chr	1929016	1930140	-
contig_1894	MRS001894	MRS.Chr	1930392	1931957	+
contig_1895	MRS001895	MRS.Chr	1932136	1933386	-
contig_1896	MRS001896	MRS.Chr	1933387	1934208	-
contig_1897	MRS001897	MRS.Chr	1934383	1935699	+
contig_1898	MRS001898	MRS.Chr	1935785	1937029	-
contig_1899	MRS001899	MRS.Chr	1937059	1938033	-
contig_1900	MRS001900	MRS.Chr	1938258	1939148	+
contig_1901	MRS001901	MRS.Chr	1939386	1941356	-
contig_1902	MRS001902	MRS.Chr	1941378	1941548	-
contig_1903	MRS001903	MRS.Chr	1941632	1942177	-
contig_1904	MRS001904	MRS.Chr	1942174	1942830	-
contig_1905	MRS001905	MRS.Chr	1942820	1943476	-
contig_1906	MRS001906	MRS.Chr	1943698	1945071	-
contig_1907	MRS001907	MRS.Chr	1945077	1945778	-
contig_1908	MRS001908	MRS.Chr	1946050	1946727	+
contig_1909	MRS001909	MRS.Chr	1946827	1947696	-
contig_1910	MRS001910	MRS.Chr	1947822	1948577	-
contig_1911	MRS001911	MRS.Chr	1948697	1949929	-
contig_1912	MRS001912	MRS.Chr	1949994	1950503	-
contig_1913	MRS001913	MRS.Chr	1950664	1951800	+
contig_1914	MRS001914	MRS.Chr	1952039	1952293	-
contig_1915	MRS001915	MRS.Chr	1952502	1953635	-
contig_1916	MRS001916	MRS.Chr	1954019	1954693	-
contig_1917	MRS001917	MRS.Chr	1954697	1955752	-
contig_1918	MRS001918	MRS.Chr	1955765	1956277	-
contig_1919	MRS001919	MRS.Chr	1956548	1957240	+
contig_1920	MRS001920	MRS.Chr	1957480	1958826	-
contig_1921	MRS001921	MRS.Chr	1958874	1960214	-
contig_1922	MRS001922	MRS.Chr	1960429	1960989	+
contig_1923	MRS001923	MRS.Chr	1961002	1961979	+
contig_1924	MRS001924	MRS.Chr	1962588	1963094	+
contig_1925	MRS001925	MRS.Chr	1963217	1963945	+
contig_1926	MRS001926	MRS.Chr	1964030	1964518	-
contig_1927	MRS001927	MRS.Chr	1964686	1964925	-
contig_1928	MRS001928	MRS.Chr	1964942	1966357	-
contig_1929	MRS001929	MRS.Chr	1966593	1967723	-
contig_1930	MRS001930	MRS.Chr	1967945	1968724	+
contig_1931	MRS001931	MRS.Chr	1968800	1970335	+
contig_1932	MRS001932	MRS.Chr	1970497	1971189	-
contig_1933	MRS001933	MRS.Chr	1971224	1972165	-
contig_1934	MRS001934	MRS.Chr	1972352	1972810	+
contig_1935	MRS001935	MRS.Chr	1972813	1973409	+
contig_1936	MRS001936	MRS.Chr	1973489	1974418	+
contig_1937	MRS001937	MRS.Chr	1974475	1975326	-
contig_1938	MRS001938	MRS.Chr	1975419	1976231	-
contig_1939	MRS001939	MRS.Chr	1976287	1977153	-
contig_1940	MRS001940	MRS.Chr	1977331	1978686	-
contig_1941	MRS001941	MRS.Chr	1978916	1979848	+
contig_1942	MRS001942	MRS.Chr	1979907	1980272	-
contig_1943	MRS001943	MRS.Chr	1980550	1981812	-
contig_1944	MRS001944	MRS.Chr	1982025	1982189	-
contig_1945	MRS001945	MRS.Chr	1982189	1983067	+
contig_1946	MRS001946	MRS.Chr	1983664	1984626	+
contig_1947	MRS001947	MRS.Chr	1984663	1984821	-
contig_1948	MRS001948	MRS.Chr	1984955	1985866	+
contig_1949	MRS001949	MRS.Chr	1985863	1986462	+
contig_1950	MRS001950	MRS.Chr	1986520	1987020	+
contig_1951	MRS001951	MRS.Chr	1987095	1988084	-
contig_1952	MRS001952	MRS.Chr	1988087	1989271	-
contig_1953	MRS001953	MRS.Chr	1989682	1990278	+
contig_1954	MRS001954	MRS.Chr	1990339	1990944	-
contig_1955	MRS001955	MRS.Chr	1991079	1992176	-
contig_1956	MRS001956	MRS.Chr	1992181	1992354	-
contig_1957	MRS001957	MRS.Chr	1992795	1994393	+
