CLOSPO_RS12580	contig1_1
CLOSPO_RS05635	contig2_1067
CLOSPO_RS05640	contig2_1068
CLOSPO_RS05645	contig2_1069
CLOSPO_RS05650	contig2_1070
CLOSPO_RS05655	contig2_1071
CLOSPO_RS05660	contig2_1072
CLOSPO_RS05665	contig2_1073
CLOSPO_RS05670	contig2_1074
CLOSPO_RS20325	contig2_1075
CLOSPO_RS05680	contig2_1076
CLOSPO_RS05685	contig2_1077
CLOSPO_RS05690	contig2_1078
CLOSPO_RS05695	contig2_1079
CLOSPO_RS05700	contig2_1080
CLOSPO_RS05705	contig2_1081
CLOSPO_RS05710	contig2_1082
CLOSPO_RS05715	contig2_1083
CLOSPO_RS05720	contig2_1084
CLOSPO_RS05725	contig2_1085
CLOSPO_RS05730	contig2_1086
CLOSPO_RS05735	contig2_1087
CLOSPO_RS05740	contig2_1088
CLOSPO_RS05745	contig2_1089
CLOSPO_RS05750	contig2_1090
CLOSPO_RS05755	contig2_1091
CLOSPO_RS05760	contig2_1092
CLOSPO_RS05765	contig2_1093
CLOSPO_RS05770	contig2_1094
CLOSPO_RS20330	contig2_1095
CLOSPO_RS05785	contig2_1096
CLOSPO_RS05790	contig2_1097
CLOSPO_RS05795	contig2_1098
CLOSPO_RS05800	contig2_1099
CLOSPO_RS05805	contig2_1100
CLOSPO_RS05810	contig2_1101
CLOSPO_RS05815	contig2_1102
CLOSPO_RS05820	contig2_1103
CLOSPO_RS05825	contig2_1104
CLOSPO_RS05830	contig2_1105
CLOSPO_RS05835	contig2_1106
CLOSPO_RS05840	contig2_1107
CLOSPO_RS05845	contig2_1108
CLOSPO_RS05850	contig2_1109
CLOSPO_RS05855	contig2_1110
CLOSPO_RS05860	contig2_1111
CLOSPO_RS05865	contig2_1112
CLOSPO_RS05870	contig2_1113
CLOSPO_RS05875	contig2_1114
CLOSPO_RS05885	contig2_1115
CLOSPO_RS05890	contig2_1116
CLOSPO_RS05895	contig2_1117
CLOSPO_RS05900	contig2_1118
CLOSPO_RS05905	contig2_1119
CLOSPO_RS05910	contig2_1120
CLOSPO_RS05915	contig2_1121
CLOSPO_RS05920	contig2_1122
CLOSPO_RS05925	contig2_1123
CLOSPO_RS05930	contig2_1124
CLOSPO_RS05935	contig2_1125
CLOSPO_RS05940	contig2_1126
CLOSPO_RS19620	contig2_1127
CLOSPO_RS05950	contig2_1128
CLOSPO_RS05955	contig2_1129
CLOSPO_RS05965	contig2_1130
CLOSPO_RS05970	contig2_1131
CLOSPO_RS05975	contig2_1132
CLOSPO_RS05985	contig2_1133
CLOSPO_RS05990	contig2_1134
CLOSPO_RS19190	contig2_1135
CLOSPO_RS20335	contig2_1136
CLOSPO_RS20340	contig2_1137
CLOSPO_RS06015	contig2_1138
CLOSPO_RS06030	contig2_1139
CLOSPO_RS06035	contig2_1140
CLOSPO_RS06045	contig2_1141
CLOSPO_RS06050	contig2_1142
CLOSPO_RS06055	contig2_1143
CLOSPO_RS06060	contig2_1144
CLOSPO_RS06065	contig2_1145
CLOSPO_RS06075	contig2_1146
CLOSPO_RS06080	contig2_1147
CLOSPO_RS19195	contig2_1148
CLOSPO_RS06095	contig2_1149
CLOSPO_RS06100	contig2_1150
CLOSPO_RS06105	contig2_1151
CLOSPO_RS06110	contig2_1152
CLOSPO_RS06115	contig2_1153
CLOSPO_RS06120	contig2_1154
CLOSPO_RS06125	contig2_1155
CLOSPO_RS06130	contig2_1156
CLOSPO_RS06135	contig2_1157
CLOSPO_RS06140	contig2_1158
CLOSPO_RS06145	contig2_1159
CLOSPO_RS06150	contig2_1160
CLOSPO_RS06155	contig2_1161
CLOSPO_RS06160	contig2_1162
CLOSPO_RS06165	contig2_1163
CLOSPO_RS06170	contig2_1164
CLOSPO_RS06175	contig2_1165
CLOSPO_RS06180	contig2_1166
CLOSPO_RS06185	contig2_1167
CLOSPO_RS06190	contig2_1168
CLOSPO_RS06195	contig2_1169
CLOSPO_RS06200	contig2_1170
CLOSPO_RS06205	contig2_1171
CLOSPO_RS06210	contig2_1172
CLOSPO_RS06215	contig2_1173
CLOSPO_RS06220	contig2_1174
CLOSPO_RS06225	contig2_1175
CLOSPO_RS06230	contig2_1176
CLOSPO_RS06235	contig2_1177
CLOSPO_RS06245	contig2_1178
CLOSPO_RS06250	contig2_1179
CLOSPO_RS06255	contig2_1180
CLOSPO_RS06260	contig2_1181
CLOSPO_RS06270	contig2_1182
CLOSPO_RS06275	contig2_1183
CLOSPO_RS06280	contig2_1184
CLOSPO_RS06285	contig2_1185
CLOSPO_RS06290	contig2_1186
CLOSPO_RS06295	contig2_1187
CLOSPO_RS06300	contig2_1188
CLOSPO_RS06305	contig2_1189
CLOSPO_RS06310	contig2_1190
CLOSPO_RS06315	contig2_1191
CLOSPO_RS06320	contig2_1192
CLOSPO_RS06325	contig2_1193
CLOSPO_RS06330	contig2_1194
CLOSPO_RS06335	contig2_1195
CLOSPO_RS06340	contig2_1196
CLOSPO_RS06345	contig2_1197
CLOSPO_RS06350	contig2_1198
CLOSPO_RS06355	contig2_1199
CLOSPO_RS06360	contig2_1200
CLOSPO_RS06365	contig2_1201
CLOSPO_RS06370	contig2_1202
CLOSPO_RS06375	contig2_1203
CLOSPO_RS06380	contig2_1204
CLOSPO_RS06385	contig2_1205
CLOSPO_RS06390	contig2_1206
CLOSPO_RS06395	contig2_1207
CLOSPO_RS06400	contig2_1208
CLOSPO_RS06405	contig2_1209
CLOSPO_RS06410	contig2_1210
CLOSPO_RS06415	contig2_1211
CLOSPO_RS06420	contig2_1212
CLOSPO_RS06425	contig2_1213
CLOSPO_RS06430	contig2_1214
CLOSPO_RS06435	contig2_1215
CLOSPO_RS19630	contig2_1216
CLOSPO_RS06440	contig2_1217
CLOSPO_RS06445	contig2_1218
CLOSPO_RS06450	contig2_1219
CLOSPO_RS06455	contig2_1220
CLOSPO_RS06460	contig2_1221
CLOSPO_RS06465	contig2_1222
CLOSPO_RS06470	contig2_1223
CLOSPO_RS06475	contig2_1224
CLOSPO_RS06480	contig2_1225
CLOSPO_RS19215	contig2_1226
CLOSPO_RS06485	contig2_1227
CLOSPO_RS19925	contig2_1228
CLOSPO_RS06495	contig2_1229
CLOSPO_RS06500	contig2_1230
CLOSPO_RS06505	contig2_1231
CLOSPO_RS06515	contig2_1232
CLOSPO_RS06520	contig2_1233
CLOSPO_RS06530	contig2_1234
CLOSPO_RS06535	contig2_1235
CLOSPO_RS06540	contig2_1236
CLOSPO_RS06545	contig2_1237
CLOSPO_RS06550	contig2_1238
CLOSPO_RS06555	contig2_1239
CLOSPO_RS06560	contig2_1240
CLOSPO_RS06565	contig2_1241
CLOSPO_RS06570	contig2_1242
CLOSPO_RS06575	contig2_1243
CLOSPO_RS06580	contig2_1244
CLOSPO_RS06585	contig2_1245
CLOSPO_RS06590	contig2_1246
CLOSPO_RS06595	contig2_1247
CLOSPO_RS06600	contig2_1248
CLOSPO_RS06605	contig2_1249
CLOSPO_RS06610	contig2_1250
CLOSPO_RS06615	contig2_1251
CLOSPO_RS19930	contig2_1252
CLOSPO_RS06620	contig2_1253
CLOSPO_RS06625	contig2_1254
CLOSPO_RS06630	contig2_1255
CLOSPO_RS06635	contig2_1256
CLOSPO_RS06640	contig2_1257
CLOSPO_RS06645	contig2_1258
CLOSPO_RS06650	contig2_1259
CLOSPO_RS06655	contig2_1260
CLOSPO_RS06660	contig2_1261
CLOSPO_RS06665	contig2_1262
CLOSPO_RS06670	contig2_1263
CLOSPO_RS06675	contig2_1264
CLOSPO_RS06680	contig2_1265
CLOSPO_RS19645	contig2_1266
CLOSPO_RS06685	contig2_1267
CLOSPO_RS06690	contig2_1268
CLOSPO_RS20100	contig2_1269
CLOSPO_RS06695	contig2_1270
CLOSPO_RS19935	contig2_1271
CLOSPO_RS06700	contig2_1272
CLOSPO_RS06705	contig2_1273
CLOSPO_RS06710	contig2_1274
CLOSPO_RS06715	contig2_1275
CLOSPO_RS06720	contig2_1276
CLOSPO_RS06725	contig2_1277
CLOSPO_RS06730	contig2_1278
CLOSPO_RS06735	contig2_1279
CLOSPO_RS06740	contig2_1280
CLOSPO_RS06745	contig2_1281
CLOSPO_RS06750	contig2_1282
CLOSPO_RS06755	contig2_1283
CLOSPO_RS06760	contig2_1284
CLOSPO_RS06770	contig2_1285
CLOSPO_RS06775	contig2_1286
CLOSPO_RS06780	contig2_1287
CLOSPO_RS06785	contig2_1288
CLOSPO_RS06790	contig2_1289
CLOSPO_RS06795	contig2_1290
CLOSPO_RS06800	contig2_1291
CLOSPO_RS06805	contig2_1292
CLOSPO_RS06810	contig2_1293
CLOSPO_RS06815	contig2_1294
CLOSPO_RS06820	contig2_1295
CLOSPO_RS06825	contig2_1296
CLOSPO_RS06830	contig2_1297
CLOSPO_RS06835	contig2_1298
CLOSPO_RS06840	contig2_1299
CLOSPO_RS06845	contig2_1300
CLOSPO_RS20345	contig2_1301
CLOSPO_RS06855	contig2_1302
CLOSPO_RS06860	contig2_1303
CLOSPO_RS06865	contig2_1304
CLOSPO_RS19940	contig2_1305
CLOSPO_RS06870	contig2_1306
CLOSPO_RS06875	contig2_1307
CLOSPO_RS06880	contig2_1308
CLOSPO_RS06885	contig2_1309
CLOSPO_RS06890	contig2_1310
CLOSPO_RS06895	contig2_1311
CLOSPO_RS20350	contig2_1312
CLOSPO_RS06905	contig2_1313
CLOSPO_RS06910	contig2_1314
CLOSPO_RS06915	contig2_1315
CLOSPO_RS06920	contig2_1316
CLOSPO_RS06925	contig2_1317
CLOSPO_RS06935	contig2_1318
CLOSPO_RS06940	contig2_1319
CLOSPO_RS06945	contig2_1320
CLOSPO_RS06950	contig2_1321
CLOSPO_RS06955	contig2_1322
CLOSPO_RS06960	contig2_1323
CLOSPO_RS06965	contig2_1324
CLOSPO_RS06970	contig2_1325
CLOSPO_RS06975	contig2_1326
CLOSPO_RS06980	contig2_1327
CLOSPO_RS06985	contig2_1328
CLOSPO_RS06990	contig2_1329
CLOSPO_RS06995	contig2_1330
CLOSPO_RS07000	contig2_1331
CLOSPO_RS07005	contig2_1332
CLOSPO_RS07010	contig2_1333
CLOSPO_RS07015	contig2_1334
CLOSPO_RS07020	contig2_1335
CLOSPO_RS07025	contig2_1336
CLOSPO_RS07030	contig2_1337
CLOSPO_RS07035	contig2_1338
CLOSPO_RS07040	contig2_1339
CLOSPO_RS07045	contig2_1340
CLOSPO_RS07050	contig2_1341
CLOSPO_RS07055	contig2_1342
CLOSPO_RS07060	contig2_1343
CLOSPO_RS07065	contig2_1344
CLOSPO_RS07070	contig2_1345
CLOSPO_RS07075	contig2_1346
CLOSPO_RS07080	contig2_1347
CLOSPO_RS07085	contig2_1348
CLOSPO_RS07090	contig2_1349
CLOSPO_RS07095	contig2_1350
CLOSPO_RS07100	contig2_1351
CLOSPO_RS07105	contig2_1352
CLOSPO_RS07110	contig2_1353
CLOSPO_RS07115	contig2_1354
CLOSPO_RS07120	contig2_1355
CLOSPO_RS07125	contig2_1356
CLOSPO_RS07130	contig2_1357
CLOSPO_RS07135	contig2_1358
CLOSPO_RS07140	contig2_1359
CLOSPO_RS07145	contig2_1360
CLOSPO_RS07150	contig2_1361
CLOSPO_RS07155	contig2_1362
CLOSPO_RS07160	contig2_1363
CLOSPO_RS07165	contig2_1364
CLOSPO_RS07170	contig2_1365
CLOSPO_RS07175	contig2_1366
CLOSPO_RS07180	contig2_1367
CLOSPO_RS07185	contig2_1368
CLOSPO_RS07190	contig2_1369
CLOSPO_RS07195	contig2_1370
CLOSPO_RS07200	contig2_1371
CLOSPO_RS07205	contig2_1372
CLOSPO_RS07210	contig2_1373
CLOSPO_RS07215	contig2_1374
CLOSPO_RS07220	contig2_1375
CLOSPO_RS07225	contig2_1376
CLOSPO_RS07230	contig2_1377
CLOSPO_RS07235	contig2_1378
CLOSPO_RS07240	contig2_1379
CLOSPO_RS07245	contig2_1380
CLOSPO_RS07250	contig2_1381
CLOSPO_RS07255	contig2_1382
CLOSPO_RS07260	contig2_1383
CLOSPO_RS07265	contig2_1384
CLOSPO_RS07270	contig2_1385
CLOSPO_RS20105	contig2_1386
CLOSPO_RS07285	contig2_1387
CLOSPO_RS07290	contig2_1388
CLOSPO_RS20110	contig2_1389
CLOSPO_RS20115	contig2_1390
CLOSPO_RS07300	contig2_1391
CLOSPO_RS07305	contig2_1392
CLOSPO_RS07310	contig2_1393
CLOSPO_RS07315	contig2_1394
CLOSPO_RS07320	contig2_1395
CLOSPO_RS07325	contig2_1396
CLOSPO_RS07330	contig2_1397
CLOSPO_RS07335	contig2_1398
CLOSPO_RS07340	contig2_1399
CLOSPO_RS07345	contig2_1400
CLOSPO_RS07350	contig2_1401
CLOSPO_RS07355	contig2_1402
CLOSPO_RS07360	contig2_1403
CLOSPO_RS07365	contig2_1404
CLOSPO_RS07370	contig2_1405
CLOSPO_RS07375	contig2_1406
CLOSPO_RS07380	contig2_1407
CLOSPO_RS20355	contig2_1408
CLOSPO_RS07385	contig2_1409
CLOSPO_RS07390	contig2_1410
CLOSPO_RS07395	contig2_1411
CLOSPO_RS07400	contig2_1412
CLOSPO_RS19240	contig2_1413
CLOSPO_RS07405	contig2_1414
CLOSPO_RS07410	contig2_1415
CLOSPO_RS07415	contig2_1416
CLOSPO_RS07420	contig2_1417
CLOSPO_RS07425	contig2_1418
CLOSPO_RS07430	contig2_1419
CLOSPO_RS07435	contig2_1420
CLOSPO_RS07440	contig2_1421
CLOSPO_RS07445	contig2_1422
CLOSPO_RS07450	contig2_1423
CLOSPO_RS07455	contig2_1424
CLOSPO_RS07460	contig2_1425
CLOSPO_RS07465	contig2_1426
CLOSPO_RS07470	contig2_1427
CLOSPO_RS07475	contig2_1428
CLOSPO_RS07480	contig2_1429
CLOSPO_RS07485	contig2_1430
CLOSPO_RS07490	contig2_1431
CLOSPO_RS07495	contig2_1432
CLOSPO_RS07500	contig2_1433
CLOSPO_RS19950	contig2_1434
CLOSPO_RS07505	contig2_1435
CLOSPO_RS07510	contig2_1436
CLOSPO_RS07515	contig2_1437
CLOSPO_RS07520	contig2_1438
CLOSPO_RS07525	contig2_1439
CLOSPO_RS07530	contig2_1440
CLOSPO_RS07535	contig2_1441
CLOSPO_RS19250	contig2_1442
CLOSPO_RS07545	contig2_1443
CLOSPO_RS07550	contig2_1444
CLOSPO_RS20425	contig2_1445
CLOSPO_RS07560	contig2_1446
CLOSPO_RS07565	contig2_1447
CLOSPO_RS07570	contig2_1448
CLOSPO_RS07575	contig2_1449
CLOSPO_RS07580	contig2_1450
CLOSPO_RS07585	contig2_1451
CLOSPO_RS20130	contig2_1452
CLOSPO_RS07590	contig2_1453
CLOSPO_RS07595	contig2_1454
CLOSPO_RS07600	contig2_1455
CLOSPO_RS07605	contig2_1456
CLOSPO_RS07610	contig2_1457
CLOSPO_RS07615	contig2_1458
CLOSPO_RS07620	contig2_1459
CLOSPO_RS07625	contig2_1460
CLOSPO_RS07630	contig2_1461
CLOSPO_RS07635	contig2_1462
CLOSPO_RS07640	contig2_1463
CLOSPO_RS07645	contig2_1464
CLOSPO_RS07650	contig2_1465
CLOSPO_RS07655	contig2_1466
CLOSPO_RS07660	contig2_1467
CLOSPO_RS07665	contig2_1468
CLOSPO_RS07670	contig2_1469
CLOSPO_RS07675	contig2_1470
CLOSPO_RS07680	contig2_1471
CLOSPO_RS07685	contig2_1472
CLOSPO_RS07690	contig2_1473
CLOSPO_RS07695	contig2_1474
CLOSPO_RS07700	contig2_1475
CLOSPO_RS07705	contig2_1476
CLOSPO_RS07710	contig2_1477
CLOSPO_RS07715	contig2_1478
CLOSPO_RS07725	contig2_1479
CLOSPO_RS19955	contig2_1480
CLOSPO_RS07735	contig2_1481
CLOSPO_RS07740	contig2_1482
CLOSPO_RS07745	contig2_1483
CLOSPO_RS19670	contig2_1484
CLOSPO_RS07750	contig2_1485
CLOSPO_RS07755	contig2_1486
CLOSPO_RS07760	contig2_1487
CLOSPO_RS07765	contig2_1488
CLOSPO_RS07770	contig2_1489
CLOSPO_RS07775	contig2_1490
CLOSPO_RS07780	contig2_1491
CLOSPO_RS19280	contig2_1492
CLOSPO_RS07785	contig2_1493
CLOSPO_RS07790	contig2_1494
CLOSPO_RS07795	contig2_1495
CLOSPO_RS07800	contig2_1496
CLOSPO_RS07805	contig2_1497
CLOSPO_RS07810	contig2_1498
CLOSPO_RS07815	contig2_1499
CLOSPO_RS07820	contig2_1500
CLOSPO_RS07825	contig2_1501
CLOSPO_RS07830	contig2_1502
CLOSPO_RS07835	contig2_1503
CLOSPO_RS07840	contig2_1504
CLOSPO_RS07845	contig2_1505
CLOSPO_RS07850	contig2_1506
CLOSPO_RS07855	contig2_1507
CLOSPO_RS07860	contig2_1508
CLOSPO_RS07865	contig2_1509
CLOSPO_RS07870	contig2_1510
CLOSPO_RS07875	contig2_1511
CLOSPO_RS20135	contig2_1512
CLOSPO_RS07885	contig2_1513
CLOSPO_RS20360	contig2_1514
CLOSPO_RS20430	contig2_1515
CLOSPO_RS07895	contig2_1516
CLOSPO_RS20435	contig2_1517
CLOSPO_RS19680	contig2_1518
CLOSPO_RS07905	contig2_1519
CLOSPO_RS07910	contig2_1520
CLOSPO_RS19685	contig2_1521
CLOSPO_RS19960	contig2_1522
CLOSPO_RS07915	contig2_1523
CLOSPO_RS07920	contig2_1524
CLOSPO_RS07925	contig2_1525
CLOSPO_RS07930	contig2_1526
CLOSPO_RS07935	contig2_1527
CLOSPO_RS07940	contig2_1528
CLOSPO_RS07945	contig2_1529
CLOSPO_RS07950	contig2_1530
CLOSPO_RS07955	contig2_1531
CLOSPO_RS07960	contig2_1532
CLOSPO_RS07965	contig2_1533
CLOSPO_RS07970	contig2_1534
CLOSPO_RS07975	contig2_1535
CLOSPO_RS07980	contig2_1536
CLOSPO_RS07985	contig2_1537
CLOSPO_RS07990	contig2_1538
CLOSPO_RS07995	contig2_1539
CLOSPO_RS08000	contig2_1540
CLOSPO_RS08005	contig2_1541
CLOSPO_RS08010	contig2_1542
CLOSPO_RS08015	contig2_1543
CLOSPO_RS08020	contig2_1544
CLOSPO_RS08025	contig2_1545
CLOSPO_RS08030	contig2_1546
CLOSPO_RS08035	contig2_1547
CLOSPO_RS08040	contig2_1548
CLOSPO_RS08045	contig2_1549
CLOSPO_RS08050	contig2_1550
CLOSPO_RS08055	contig2_1551
CLOSPO_RS08060	contig2_1552
CLOSPO_RS08065	contig2_1553
CLOSPO_RS08070	contig2_1554
CLOSPO_RS08075	contig2_1555
CLOSPO_RS08080	contig2_1556
CLOSPO_RS08085	contig2_1557
CLOSPO_RS08090	contig2_1558
CLOSPO_RS08095	contig2_1559
CLOSPO_RS08100	contig2_1560
CLOSPO_RS08105	contig2_1561
CLOSPO_RS08110	contig2_1562
CLOSPO_RS08115	contig2_1563
CLOSPO_RS08120	contig2_1564
CLOSPO_RS08125	contig2_1565
CLOSPO_RS08130	contig2_1566
CLOSPO_RS08135	contig2_1567
CLOSPO_RS08140	contig2_1568
CLOSPO_RS08150	contig2_1569
CLOSPO_RS19690	contig2_1570
CLOSPO_RS08155	contig2_1571
CLOSPO_RS08160	contig2_1572
CLOSPO_RS08165	contig2_1573
CLOSPO_RS08170	contig2_1574
CLOSPO_RS08175	contig2_1575
CLOSPO_RS08180	contig2_1576
CLOSPO_RS08185	contig2_1577
CLOSPO_RS08190	contig2_1578
CLOSPO_RS08195	contig2_1579
CLOSPO_RS08200	contig2_1580
CLOSPO_RS08205	contig2_1581
CLOSPO_RS08210	contig2_1582
CLOSPO_RS08215	contig2_1583
CLOSPO_RS08220	contig2_1584
CLOSPO_RS08225	contig2_1585
CLOSPO_RS08230	contig2_1586
CLOSPO_RS08235	contig2_1587
CLOSPO_RS08240	contig2_1588
CLOSPO_RS08245	contig2_1589
CLOSPO_RS08250	contig2_1590
CLOSPO_RS08255	contig2_1591
CLOSPO_RS08260	contig2_1592
CLOSPO_RS08265	contig2_1593
CLOSPO_RS08270	contig2_1594
CLOSPO_RS08275	contig2_1595
CLOSPO_RS08280	contig2_1596
CLOSPO_RS08285	contig2_1597
CLOSPO_RS08290	contig2_1598
CLOSPO_RS08295	contig2_1599
CLOSPO_RS08300	contig2_1600
CLOSPO_RS08305	contig2_1601
CLOSPO_RS08310	contig2_1602
CLOSPO_RS08315	contig2_1603
CLOSPO_RS08320	contig2_1604
CLOSPO_RS08325	contig2_1605
CLOSPO_RS08330	contig2_1606
CLOSPO_RS08335	contig2_1607
CLOSPO_RS08345	contig2_1608
CLOSPO_RS08350	contig2_1609
CLOSPO_RS08355	contig2_1610
CLOSPO_RS08360	contig2_1611
CLOSPO_RS08365	contig2_1612
CLOSPO_RS08370	contig2_1613
CLOSPO_RS08375	contig2_1614
CLOSPO_RS08380	contig2_1615
CLOSPO_RS08385	contig2_1616
CLOSPO_RS08390	contig2_1617
CLOSPO_RS19315	contig2_1618
CLOSPO_RS08395	contig2_1619
CLOSPO_RS08400	contig2_1620
CLOSPO_RS08405	contig2_1621
CLOSPO_RS19320	contig2_1622
CLOSPO_RS08410	contig2_1623
CLOSPO_RS08415	contig2_1624
CLOSPO_RS08420	contig2_1625
CLOSPO_RS08425	contig2_1626
CLOSPO_RS08430	contig2_1627
CLOSPO_RS08440	contig2_1628
CLOSPO_RS08445	contig2_1629
CLOSPO_RS08450	contig2_1630
CLOSPO_RS08455	contig2_1631
CLOSPO_RS08460	contig2_1632
CLOSPO_RS08465	contig2_1633
CLOSPO_RS08470	contig2_1634
CLOSPO_RS08475	contig2_1635
CLOSPO_RS08480	contig2_1636
CLOSPO_RS08485	contig2_1637
CLOSPO_RS08490	contig2_1638
CLOSPO_RS08495	contig2_1639
CLOSPO_RS08500	contig2_1640
CLOSPO_RS08505	contig2_1641
CLOSPO_RS08510	contig2_1642
CLOSPO_RS08515	contig2_1643
CLOSPO_RS08520	contig2_1644
CLOSPO_RS08525	contig2_1645
CLOSPO_RS08530	contig2_1646
CLOSPO_RS08535	contig2_1647
CLOSPO_RS08540	contig2_1648
CLOSPO_RS08545	contig2_1649
CLOSPO_RS08555	contig2_1650
CLOSPO_RS08560	contig2_1651
CLOSPO_RS08565	contig2_1652
CLOSPO_RS08570	contig2_1653
CLOSPO_RS08575	contig2_1654
CLOSPO_RS08580	contig2_1655
CLOSPO_RS08585	contig2_1656
CLOSPO_RS08590	contig2_1657
CLOSPO_RS08595	contig2_1658
CLOSPO_RS08600	contig2_1659
CLOSPO_RS08605	contig2_1660
CLOSPO_RS08610	contig2_1661
CLOSPO_RS08615	contig2_1662
CLOSPO_RS08620	contig2_1663
CLOSPO_RS08625	contig2_1664
CLOSPO_RS08630	contig2_1665
CLOSPO_RS08635	contig2_1666
CLOSPO_RS08640	contig2_1667
CLOSPO_RS08645	contig2_1668
CLOSPO_RS08650	contig2_1669
CLOSPO_RS08655	contig2_1670
CLOSPO_RS08660	contig2_1671
CLOSPO_RS08665	contig2_1672
CLOSPO_RS08670	contig2_1673
CLOSPO_RS08675	contig2_1674
CLOSPO_RS08680	contig2_1675
CLOSPO_RS08685	contig2_1676
CLOSPO_RS08690	contig2_1677
CLOSPO_RS08695	contig2_1678
CLOSPO_RS08700	contig2_1679
CLOSPO_RS08705	contig2_1680
CLOSPO_RS08710	contig2_1681
CLOSPO_RS08715	contig2_1682
CLOSPO_RS08720	contig2_1683
CLOSPO_RS08725	contig2_1684
CLOSPO_RS08730	contig2_1685
CLOSPO_RS08735	contig2_1686
CLOSPO_RS08740	contig2_1687
CLOSPO_RS08745	contig2_1688
CLOSPO_RS08750	contig2_1689
CLOSPO_RS08755	contig2_1690
CLOSPO_RS08760	contig2_1691
CLOSPO_RS08765	contig2_1692
CLOSPO_RS08770	contig2_1693
CLOSPO_RS08775	contig2_1694
CLOSPO_RS08780	contig2_1695
CLOSPO_RS08785	contig2_1696
CLOSPO_RS08790	contig2_1697
CLOSPO_RS08795	contig2_1698
CLOSPO_RS08800	contig2_1699
CLOSPO_RS08805	contig2_1700
CLOSPO_RS08810	contig2_1701
CLOSPO_RS08815	contig2_1702
CLOSPO_RS08820	contig2_1703
CLOSPO_RS08825	contig2_1704
CLOSPO_RS08830	contig2_1705
CLOSPO_RS08835	contig2_1706
CLOSPO_RS08840	contig2_1707
CLOSPO_RS08845	contig2_1708
CLOSPO_RS08850	contig2_1709
CLOSPO_RS08855	contig2_1710
CLOSPO_RS08860	contig2_1711
CLOSPO_RS08865	contig2_1712
CLOSPO_RS08870	contig2_1713
CLOSPO_RS08875	contig2_1714
CLOSPO_RS08880	contig2_1715
CLOSPO_RS08885	contig2_1716
CLOSPO_RS08890	contig2_1717
CLOSPO_RS08900	contig2_1718
CLOSPO_RS08905	contig2_1719
CLOSPO_RS08910	contig2_1720
CLOSPO_RS08915	contig2_1721
CLOSPO_RS08920	contig2_1722
CLOSPO_RS08925	contig2_1723
CLOSPO_RS08930	contig2_1724
CLOSPO_RS20145	contig2_1725
CLOSPO_RS20150	contig2_1726
CLOSPO_RS08940	contig2_1727
CLOSPO_RS08945	contig2_1728
CLOSPO_RS08950	contig2_1729
CLOSPO_RS20155	contig2_1730
CLOSPO_RS20160	contig2_1731
CLOSPO_RS08960	contig2_1732
CLOSPO_RS08965	contig2_1733
CLOSPO_RS08970	contig2_1734
CLOSPO_RS08975	contig2_1735
CLOSPO_RS08980	contig2_1736
CLOSPO_RS08985	contig2_1737
CLOSPO_RS08990	contig2_1738
CLOSPO_RS08995	contig2_1739
CLOSPO_RS09000	contig2_1740
CLOSPO_RS09005	contig2_1741
CLOSPO_RS09010	contig2_1742
CLOSPO_RS09015	contig2_1743
CLOSPO_RS09020	contig2_1744
CLOSPO_RS09025	contig2_1745
CLOSPO_RS09030	contig2_1746
CLOSPO_RS09035	contig2_1747
CLOSPO_RS09040	contig2_1748
CLOSPO_RS09045	contig2_1749
CLOSPO_RS09050	contig2_1750
CLOSPO_RS09055	contig2_1751
CLOSPO_RS09060	contig2_1752
CLOSPO_RS09065	contig2_1753
CLOSPO_RS09070	contig2_1754
CLOSPO_RS09075	contig2_1755
CLOSPO_RS09080	contig2_1756
CLOSPO_RS09085	contig2_1757
CLOSPO_RS09090	contig2_1758
CLOSPO_RS09095	contig2_1759
CLOSPO_RS09100	contig2_1760
CLOSPO_RS09105	contig2_1761
CLOSPO_RS09110	contig2_1762
CLOSPO_RS09115	contig2_1763
CLOSPO_RS09120	contig2_1764
CLOSPO_RS09125	contig2_1765
CLOSPO_RS09130	contig2_1766
CLOSPO_RS09135	contig2_1767
CLOSPO_RS09140	contig2_1768
CLOSPO_RS09145	contig2_1769
CLOSPO_RS09150	contig2_1770
CLOSPO_RS09155	contig2_1771
CLOSPO_RS09160	contig2_1772
CLOSPO_RS09165	contig2_1773
CLOSPO_RS09170	contig2_1774
CLOSPO_RS09175	contig2_1775
CLOSPO_RS09180	contig2_1776
CLOSPO_RS09185	contig2_1777
CLOSPO_RS09190	contig2_1778
CLOSPO_RS09195	contig2_1779
CLOSPO_RS09200	contig2_1780
CLOSPO_RS09205	contig2_1781
CLOSPO_RS09210	contig2_1782
CLOSPO_RS09215	contig2_1783
CLOSPO_RS09220	contig2_1784
CLOSPO_RS09225	contig2_1785
CLOSPO_RS09230	contig2_1786
CLOSPO_RS09235	contig2_1787
CLOSPO_RS09240	contig2_1788
CLOSPO_RS09245	contig2_1789
CLOSPO_RS09250	contig2_1790
CLOSPO_RS09255	contig2_1791
CLOSPO_RS09260	contig2_1792
CLOSPO_RS09265	contig2_1793
CLOSPO_RS09270	contig2_1794
CLOSPO_RS09275	contig2_1795
CLOSPO_RS09280	contig2_1796
CLOSPO_RS09285	contig2_1797
CLOSPO_RS09290	contig2_1798
CLOSPO_RS09295	contig2_1799
CLOSPO_RS09300	contig2_1800
CLOSPO_RS09305	contig2_1801
